order_id,sku_code,quantity,timestamp
GB-1,CITRUS_FRUIT,1,2015-01-05T08:00:00
GB-1,SEMI_FINISHED_BREAD,1,2015-01-05T08:00:00
GB-1,MARGARINE,1,2015-01-05T08:00:00
GB-1,READY_SOUPS,1,2015-01-05T08:00:00
GB-2,TROPICAL_FRUIT,1,2015-01-06T08:07:00
GB-2,YOGURT,1,2015-01-06T08:07:00
GB-2,COFFEE,1,2015-01-06T08:07:00
GB-3,WHOLE_MILK,1,2015-01-07T08:14:00
GB-4,PIP_FRUIT,1,2015-01-08T08:21:00
GB-4,YOGURT,1,2015-01-08T08:21:00
GB-4,CREAM_CHEESE,1,2015-01-08T08:21:00
GB-4,MEAT_SPREADS,1,2015-01-08T08:21:00
GB-5,OTHER_VEGETABLES,1,2015-01-09T08:28:00
GB-5,WHOLE_MILK,1,2015-01-09T08:28:00
GB-5,CONDENSED_MILK,1,2015-01-09T08:28:00
GB-5,LONG_LIFE_BAKERY_PRODUCT,1,2015-01-09T08:28:00
GB-6,WHOLE_MILK,1,2015-01-10T08:35:00
GB-6,BUTTER,1,2015-01-10T08:35:00
GB-6,YOGURT,1,2015-01-10T08:35:00
GB-6,RICE,1,2015-01-10T08:35:00
GB-6,ABRASIVE_CLEANER,1,2015-01-10T08:35:00
GB-7,ROLLS_BUNS,1,2015-01-11T08:42:00
GB-8,OTHER_VEGETABLES,1,2015-01-12T08:49:00
GB-8,UHT_MILK,1,2015-01-12T08:49:00
GB-8,ROLLS_BUNS,1,2015-01-12T08:49:00
GB-8,BOTTLED_BEER,1,2015-01-12T08:49:00
GB-8,LIQUOR_(APPETIZER),1,2015-01-12T08:49:00
GB-9,POT_PLANTS,1,2015-01-13T08:56:00
GB-10,WHOLE_MILK,1,2015-01-14T09:03:00
GB-10,CEREALS,1,2015-01-14T09:03:00
GB-11,TROPICAL_FRUIT,1,2015-01-15T09:10:00
GB-11,OTHER_VEGETABLES,1,2015-01-15T09:10:00
GB-11,WHITE_BREAD,1,2015-01-15T09:10:00
GB-11,BOTTLED_WATER,1,2015-01-15T09:10:00
GB-11,CHOCOLATE,1,2015-01-15T09:10:00
GB-12,CITRUS_FRUIT,1,2015-01-16T09:17:00
GB-12,TROPICAL_FRUIT,1,2015-01-16T09:17:00
GB-12,WHOLE_MILK,1,2015-01-16T09:17:00
GB-12,BUTTER,1,2015-01-16T09:17:00
GB-12,CURD,1,2015-01-16T09:17:00
GB-12,YOGURT,1,2015-01-16T09:17:00
GB-12,FLOUR,1,2015-01-16T09:17:00
GB-12,BOTTLED_WATER,1,2015-01-16T09:17:00
GB-12,DISHES,1,2015-01-16T09:17:00
GB-13,BEEF,1,2015-01-17T09:24:00
GB-14,FRANKFURTER,1,2015-01-18T09:31:00
